Job Index,Company Name,Position Title,Top_1_Resume_ID,Top_1_Similarity,Top_2_Resume_ID,Top_2_Similarity,Top_3_Resume_ID,Top_3_Similarity
17,Ohio ENT & Allergy Physicians,Chief Executive Officer,66683238,0.9404201022869345,29926588,0.9352275608922775,84512719,0.934970898518898
18,Confidential Jobs,"Executive Vice President & Chief Executive Officer (CEO), Medical...",50328713,0.7099309995003025,24668861,0.6960292052605035,18024825,0.6868208095825629
19,RiverVista Health and Wellness,CEO,33803142,0.9622278036178169,39237915,0.960759055886513,18784594,0.9590139604246066
20,Salt Creek Capital,CEO,48285304,0.9294962515459597,11653906,0.9293303390288716,18636651,0.9263152325821509
21,Ascend Innovations,"CEO, Positivly",11902276,0.9573478334949781,25162378,0.9567943474897018,28939941,0.9557999204197294
22,ExecHQ,Chief Executive Officer - CEO Consultant,18784594,0.933999364232414,19108760,0.9302515665943052,82118447,0.929505013413356
23,Confidential,Chief Executive Officer,34962725,0.9566164693614563,29134372,0.9527695546885546,19926135,0.9498208056469593
24,On Time Talent Solutions,Chief Executive Officer - Healthcare - Columbus,60624892,0.9489691655278486,17624934,0.9447854132620273,98309114,0.9407644164845639
25,Vistage Worldwide,CEO Coach,66683238,0.9301087029123695,99244405,0.9213497617433333,17911230,0.9189261386109402
26,HSBC,Assistant Vice President Premier Relationship Manager,24967652,0.9560665936225621,33370664,0.9514264216322872,80162314,0.950962199829499
27,Owner Actions,Digital Marketing Specialist,85421438,0.9546748131344963,15423153,0.9532291073500245,59011090,0.952626903828282
28,OhioHealth,Senior Marketing Specialist,21867728,0.939887243596309,89740812,0.9381258396214005,29134721,0.9377963884316547
29,Express,"Performance Marketing Specialist, Paid Media",28939941,0.957494115531459,16276121,0.9549166701155768,15479281,0.9513022160256963
30,Dispatch,"Software Engineer - Reno, NV",33141415,0.9278727865843956,62994611,0.9259761355221916,29134721,0.9252970718411494
31,Epic,Software Engineer,12011623,0.9431036889685148,11963737,0.9419639051553421,21038022,0.941422112839646
32,Revature LLC,Entry Level Software Engineer,66683238,0.9381995079215287,37348041,0.9365350085271678,29926588,0.9339593648320903
33,Light & Wonder,Associate Software Engineering,41152404,0.945012908501457,12472574,0.9425698200259399,13149176,0.9411009067791087
34,Hughes Private Capital LLC,Software Engineer,62994611,0.9664787630733825,36856210,0.9649535681777655,85101052,0.9643742133727411
35,Hired,Software Engineer,62994611,0.9371778432549078,26746496,0.9355608433161677,16186411,0.9344280428223897
36,Blockchains,Software Engineer (JavaScript Backend),62994611,0.9589299260031205,11020140,0.9520771293377079,41152404,0.9520764201843128
37,"Vitalwerks Internet Solutions, LLC",Senior Software Engineer,12011623,0.9359764280237789,29524570,0.934981845624749,85101052,0.9335267437196382
38,Germer International,Warehouse Manager,28628090,0.9618949179964993,36252245,0.9594033559678616,20905088,0.9560819320368737
39,The Coca Cola Company,Warehouse Manager,36252245,0.9241648056582243,28628090,0.9207571903031286,17704246,0.9205289427616845
40,Coca-Cola Consolidated,Warehouse Manager IV,34304175,0.9684230553708301,11183737,0.9665094339213044,16279537,0.9652662134023313
41,Graham Packaging,Warehouse Manager,19612167,0.9267265852570754,20905088,0.924101930741339,15823995,0.9203533269072659
42,Floor & Decor,Warehouse Supervisor,18155310,0.9576532604055769,34304175,0.9545283411047045,11183737,0.9525634669110696
43,Norwalk Furniture & Design,Warehouse Manager,34304175,0.9311350536599341,24544244,0.9298126361104662,29865476,0.9270331809021348
44,Standlee Premium Western Forage,Warehouse Management Specialist,11130200,0.9009622731147129,19147947,0.8977887380115043,17655479,0.8904523941471949
45,Lansing Building Products,"Warehouse Manager - Lexington, KY",28321954,0.964906200393842,17704246,0.9648195865947906,17655479,0.9633230312597357
46,AVI Foodsystems,Warehouse Supervisor,36252245,0.9527320616836387,16449694,0.946603545816932,11409460,0.9436924992309665
47,NASB Financial Inc.,Bank Teller,64471954,0.949630789421524,13352113,0.94164731463001,17189156,0.940249105570775
48,Citizens Bank & Trust,Part-time Bank Teller/Financial Services Representative,24544244,0.9510780983673337,17189156,0.9501817089453983,13352113,0.9495900415873211
49,The Bank of Grain Valley,Bank Teller,54067174,0.8848159558337575,37360517,0.8808387112694785,18484846,0.8757000573562395
50,Landmark National Bank,Full Time Teller,15337481,0.9562416252685826,13909762,0.9541477203870251,36905896,0.9533650160699334
51,Bank Of America,Bank Teller,24544244,0.9322815799656257,28808263,0.9287910812226507,11262933,0.9272440172891612
52,Central Bank of the Midwest,Seasonal Teller,34594746,0.956712937025509,14508237,0.9486666003209941,58208591,0.9465862700556285
53,US Bank,Bank Teller,24544244,0.8988288469026046,11444536,0.8958380442058691,14508237,0.8949699103393683
54,The Bank of Grain Valley -,Bank Teller,28808263,0.9285435050617018,10554045,0.9203142343282287,64471954,0.9196277325863307
55,"J.B. Hunt Transport Services, Inc.",Sales Executive,24544244,0.9579969415672263,17714174,0.9559641382047434,80527194,0.9528948075232105
56,FIS,Sales Executive III Client Management,18208580,0.9655712444214544,35164503,0.959311276779574,18805506,0.9585320111837101
57,AC Hotel Columbus Downtown,Sales Manager,24544244,0.9464777133867657,11773767,0.9451479558790246,29865476,0.9435176675850043
58,SPECTRUM,Account Executive,29399491,0.9644450045965093,34303500,0.9643842566831452,28939941,0.9642220154882157
59,Johnson & Johnson,"Account Executive - Columbus, OH - AMO Sales and Services, Inc..",66683238,0.9382283319405479,20565486,0.9328378704722892,60624892,0.9315468185063012
60,Accenture,Workday Sales Director,35474904,0.9523531113106323,38225199,0.9508770614934616,26932091,0.9498917898073012
61,TQL,Account Executive (Inside Sales),17781039,0.9613933933781036,11958994,0.9604818046590655,35474904,0.9599698156706072
62,Spectrum,Business Sales Account Executive,24544244,0.9712293725504146,35474904,0.9687885362856291,17189156,0.966966669336
63,Dreamory Entertainment Group Sdn Bhd,Full Stack Web Developer,62994611,0.9464361169453706,41152404,0.9450306341561385,33141415,0.9429176951036856
64,EQUILOGICS,Web Developer,62994611,0.9585434991949653,13964744,0.9559929100041238,85101052,0.9529039929495924
65,Commerce DotAsia Enterprise Sdn Bhd,Web Developer (Front-End),13964744,0.9126868992203021,29134721,0.9091760046578079,22450718,0.9081136653673413
66,Publicis Groupe,Front-End Engineer/UI Developer,62994611,0.947598226933065,41152404,0.9437831960241274,26790545,0.9409395827941472
67,Grand-flo Spritvest Sdn Bhd,Software Engineer (Web),22450718,0.9290311238166221,12472574,0.9244317010596999,13149176,0.9226208329916401
68,Bright Nexus (M) Sdn Bhd,Web Developer,26746496,0.918663702905427,16186411,0.9152670033838006,62994611,0.9149075817985416
69,MEGASAP,Interns (Web Developers Mobile Developers Game Developers),33141415,0.8991909759261627,62994611,0.8758373621378925,29524570,0.8748031799192282
70,FlexForce Industrial,Supply Chain Analyst,11444536,0.9616286675203842,30397268,0.9565405983611006,26459032,0.9559310027179969
71,OakTree,Supply Chain Analyst IV,25397102,0.964380118837592,57601040,0.9601101178457461,26932091,0.9599994911332097
72,Berryman Chemical Inc.,Supply Chain Analyst,11444536,0.940232985566331,94137171,0.9352528805838058,10189110,0.931816181241329
73,Waukesha Pearce Industries,Supply Chain Analyst (ED),34304175,0.9464016648348494,24544244,0.9424828424870604,11444536,0.9386058749601607
74,Sysco,"Analyst II, Supply Chain - Corporate - US (Open)",12011623,0.9286423022925887,13964744,0.9221074826515809,24610685,0.9164616254894304
75,Halliburton,Supply Chain Analyst - Senior,25397102,0.946806401469722,11444536,0.9466360553777755,26932091,0.9436041600049208
76,Texas Children's Hospital,Supply Chain Analyst,12315079,0.9315181188874071,17152392,0.9282705665050035,40792022,0.9280180767450825
77,New Fortress Energy,Supply Chain Analyst,13964744,0.8815233211753911,21156767,0.8744349488529387,22450718,0.8736475173547149
78,Shell,Business Analyst- Supply Chain,22983516,0.9468772396906262,30344127,0.9449612251084014,28628090,0.9447046621592974
79,Bloomingdale’s,"Commission Sales Associate - Men's, Full Time - Beverly Center",28939941,0.93755064752578,22391901,0.934323955894315,17694454,0.9306467076295448
80,BLOOMINGDALE'S,"Commission Sales Associate - Men's, Full Time - Beverly Center",28939941,0.9312021350917205,22391901,0.9305615644292276,26691587,0.9264333111777963
81,Grasstik,Commission Sales Associate,50328713,0.7099309995003025,24668861,0.6960292052605035,18024825,0.6868208095825629
82,"Macy's, Inc.","Retail Commission Sales Associate - Fine Jewelry, Del Amo Fashion...",29928796,0.9124210263842742,41586420,0.9073062417427233,17659053,0.9033014898032845
83,Macy's,"Retail Commission Sales Associate - Fine Jewelry, Northridge...",28939941,0.9441668106756729,22391901,0.9434211862334472,17694454,0.9411727971679331
84,Neon Pizza,Kitchen prep / cleaning,12092347,0.8769107687248083,17704246,0.8714740700750385,12059610,0.8708112761356723
85,HAWKINS HOUSE OF BURGERS,Kitchen Cleaner,19612167,0.9257127635287041,17704246,0.924934358052335,28756444,0.9235277519001324
86,Bon Appétit Management Company,Kitchen Cleaner (Utility),11130200,0.9082992136201067,12059610,0.9015075759582052,12092347,0.8997244867977476
87,Motion Picture & Television Fund,Dishwasher/Kitchen Cleaner,69005326,0.8712245779924881,17704246,0.8653417264746395,12092347,0.860252479650711
88,Los Angeles Airport Marriott,Utility Cleaner - Kitchen ($19.77/hr),17704246,0.9007686233033563,28756444,0.8987143164443077,28321954,0.896247479752226
89,Hotel Cleaning Services,"Overnight Janitor - Los Angeles, California",69005326,0.9225377546480666,12092347,0.9145220077315083,29784524,0.9136599835856581
90,Dave & Buster's,Dishwasher,12092347,0.9001783990256607,69005326,0.8942751466069827,12059610,0.8919419067470016
91,Green Guard Services,"Kitchen Exhaust Associate (Commerce, CA)",12092347,0.9335584341155632,69005326,0.9289991830196795,12059610,0.9281871324303934
92,Michael Page,Senior Software Developer - Up to 160k - 100% Remote,29134721,0.9392718522995132,13964744,0.9347746623405528,62994611,0.9312451430328001
93,ManTech,Software Developer - New Graduate,29134721,0.9532748607494836,11020140,0.950557899183655,22450718,0.9492731879734706
94,Transcend,Software Engineer (US-Remote),13964744,0.8507508330663156,22450718,0.84789042571687,83338413,0.8472729413912687
95,Alley,Software Developer,29134721,0.9451377478190555,12472574,0.9306425838159591,21125113,0.9291171148117006
96,Remote Team Inc.,Software Developer,26496059,0.945336370107573,22983516,0.9450956890712578,30344127,0.9407065230662922
97,UNAVAILABLE,Senior Software Developer- Full Stack (Remote),13149176,0.93267354995231,11020140,0.9303343237276648,13964744,0.9278131093610826
98,SOCi,Full Stack Software Engineer,33141415,0.9452153443933675,62994611,0.9407380045514586,21297521,0.9343361589316956
99,Biofidelity,Software Developer,18457785,0.9579539002248773,13964744,0.9575736262699066,22450718,0.9565932180036812
100,Inspire,Software Engineer (Remote),29134721,0.94866659648588,12472574,0.944838852972032,21038022,0.9440714895042279
101,DeMarco Inc,Vice President Operations,19147494,0.9227025837750746,34554248,0.9187837634510937,79376680,0.9185634050709822
102,AD   ZipRecruiter,"Bank President Jobs in Columbus, Ohio",50328713,0.7099309995003025,24668861,0.6960292052605035,18024825,0.6868208095825629
103,Equity Commercial Real Estate Solutions,Senior Vice President of Property Management,18208580,0.952224721146001,91515108,0.9492399471030728,18171955,0.9468210797481105
104,Fisher Investments,Regional Vice President of Sales,18805506,0.9537701021522687,35164503,0.9528937837860103,17131084,0.9497521157175729
105,Aon,"Health Solutions, Vice President Actuary",12955994,0.9620117561190126,39237915,0.9575044985689842,24550866,0.9572051266074644
106,The Ohio State University,Vice President for Inclusive Excellence,29926588,0.9298640959668658,21663616,0.9270367025337538,36019469,0.9229830768251073
107,HARDI,Marketing Director,22706174,0.9618781671706507,79759716,0.9492235585230687,28939941,0.9487447232681095
108,TEGNA Inc.,Marketing Director,16276121,0.9509019239881884,25162378,0.9508659760212712,49119887,0.9508447703641809
109,GovCIO,"Director, Audience Marketing",17132168,0.9593545108053818,17818707,0.9591596030778068,19497420,0.9590276757027805
110,Job Juncture,"Director, Sales & Marketing",29208172,0.947600954554168,17818707,0.9475982114690027,18208580,0.9475584954169085
111,Starry,B2B Marketing Manager,28939941,0.9603927552892526,25162378,0.9532806567294904,59696315,0.9530620095489448
112,Aaron's Inc,Sales Manager,29865476,0.9773682767264955,24967652,0.9731624509170387,12587973,0.9706482184370312
113,PwC,SAP Alliance Marketing Director,59696315,0.9633892050093023,22706174,0.9621478560297287,79759716,0.9606399670996391
114,"Direct Sales Recruiting, LLC","Marketing Director – E-Learning – Columbus, OH",17412079,0.9460607059322383,13879043,0.9457466665066832,18297650,0.9442514231774664
115,Insight Global,Enterprise Sales Executive,18171955,0.944806502761043,18975686,0.9421774387927226,12587973,0.9404340654175225
116,Columbus Business First,Multi-Media Advertising Sales Executive,11902276,0.957359247660722,34303500,0.9573351508473302,22391901,0.9568581725794931
117,Great Lakes Brewing Company,"Field Sales Representative- Columbus, Ohio",34304175,0.9594264827576698,17876954,0.9586795823518791,24544244,0.9583671576900802
118,Heartland,"Outside Sales Executive, Remote",29865476,0.9649190200127505,24967652,0.9648705281292751,13352113,0.9637928358853066
119,Nespresso,Retail Sales Associate,22807104,0.9215949338406637,29928796,0.9209183932060447,26691587,0.9202087332371215
120,H&M,Retail Sales Associate,23782450,0.9322758666400486,29865476,0.932043236104172,64471954,0.9311201680044465
121,Nike Inc,Retail Sales Associate,22391901,0.9572850422962129,23591247,0.9500760895885606,26530696,0.9492435847713228
122,Gap,Sales Associate - Easton T/C,19156751,0.9465347140486551,11958994,0.9448953623205127,21856577,0.9435092760847483
123,The Tile Shop,Part-Time Sales Associate,21809601,0.942416507563545,17694454,0.9421648984315956,22391901,0.9421104036963937
124,The Chefs' Warehouse,Selling - Inside Sales Associate,13909762,0.973811772222581,15620421,0.9724543032445769,29865476,0.9722144516685114
125,Lowe's,PT-Sales Associate - ProServices-Flexible,19147494,0.9658079795745174,25547145,0.9646645976424846,17659053,0.9611741092049307
126,Galls LLC,"Retail Sales Associate - Full Time or Part Time (Columbus, Ohio)",19147494,0.9598302460742728,22807104,0.9588764790144859,17659053,0.95793336729836
127,Old Navy,Sales Associate - Sun Center,19156751,0.9427677283008866,35474904,0.9395497061533188,11444536,0.9371947733896198
128,PetSmart,Retail Sales Associate,11444536,0.8781030119306343,37360517,0.8669683021116086,34594746,0.8655785690571834
129,Performance Columbus Auto Group,Business Development Center Representative - Performance Columbus,29865476,0.9604472218573266,54067174,0.9599850970769808,17095812,0.9594874145330765
130,coyote,Business Development Sales Representative - Columbus,41910253,0.9545667732503094,17189156,0.9544490495865225,12504278,0.9474835448086428
131,Performance Automotive,Business Development Center Representative - Performance Columbus,17095812,0.9529888427114643,19518606,0.950691365065039,19473948,0.9506127460197127
132,Performance Columbus,Business Development Center Representative - Performance Cadillac GMC,71772815,0.9525693833170694,19473948,0.9522818645745652,19156751,0.9481269048850514
133,Acadia Healthcare,Business Development Representative,60624892,0.9546318241868972,27531694,0.9527511293780062,77266989,0.9476283618965665
134,Germain of Columbus,Automotive Business Development Center (BDC) Representative,49486820,0.9566239475745342,14508237,0.9536631645453418,35474904,0.9533033591356691
135,Alberta Health Services,Registered Nurse,26456474,0.9515841677822018,27182111,0.9421964961893736,37640804,0.9420885241500689
136,"Express Employment Professionals - Red Deer, AB",Bilingual Occupational Registered Nurse,80053367,0.9395830956389134,15636923,0.937545539842968,27531694,0.9340966981032488
137,Medika North Inc,Registered Nurse (RN),16356151,0.9580465215717862,34962725,0.9495083896654406,14062078,0.946919617404757
138,Bethany Care Society,Registered Nurse (RN-CA02-007),26456474,0.9291947048023013,46772262,0.9274020302678299,24219583,0.924978315243153
139,Alio Health Services,Registered Nurse,28670024,0.9452326037547082,12938200,0.9448031629550092,16356151,0.9447187708011375
140,AgeCare Ltd.,Registered Nurse Casual Mount Royal,26456474,0.9432596633401482,16356151,0.9354156383744218,34962725,0.9352687299901012
141,Helix,"Senior Manager, Test",29134721,0.9606300802605128,37335325,0.9586539233923084,11963737,0.9578356154385747
142,General Entertainment Content,Testing Monitor (DGE) - Part Time (NYC),39855211,0.9404464574456306,22650051,0.9390275100088472,19612167,0.9378521539384228
143,Infosys,Firmware Test Engineer,41152404,0.9023513601521651,82246962,0.9001880955706902,27152464,0.8955744722449129
144,New York State Civil Service,Test Center Monitor,37402097,0.9083360104401383,45987048,0.9067551600619932,10504237,0.9060041593893938
145,Spotify,"Software Engineer, Test, Advertising",41152404,0.9262516729446493,37335325,0.9251330411932928,27152464,0.9244367573695669
146,John Varvatos,Bulk Product Testing Coordinator,28628090,0.9328311698888234,73075521,0.9308361625031438,21847415,0.930640211161216
147,Wheels Up Partners LLC,Salesforce.com QA Tester,12518008,0.9258933978968626,25919149,0.9250359346459479,73075521,0.923643191663577
148,"Technogen, Inc",Test Developer,37335325,0.927732195702526,12472574,0.9268200251984964,22259768,0.9234844335963189
149,"CGI Technologies and Solutions, Inc.",Program Compliance Manager,18949843,0.9474927861426508,12955994,0.9438474927613936,23761385,0.9415786039534686
150,"CGI Group, Inc.",Program Compliance Manager - Remote,12955994,0.9542157171846131,18949843,0.9531447243793674,24508725,0.9514689118485562
151,Meta,"Governance, Risk & Compliance Program Manager",52246737,0.9368162541446305,13964744,0.9231313213299984,13405733,0.922510455148307
152,Prime Therapeutics,Compliance Manager,28423028,0.9310037564479222,18949843,0.9294433106270645,12955994,0.9283906854985058
153,"Anthem, Inc",Compliance Director,57667857,0.9421473101654986,24508725,0.9390845944514599,11415967,0.9386827705814866
154,EXPRESS,Sr analyst compliance,11963737,0.9585594747676748,13964744,0.9525204469592694,29134721,0.9518885135829557
155,martinwolf | M&A Advisors,Marketing Manager,80679862,0.9446683507546252,21867728,0.9393179343954914,18354623,0.9359478421083067
156,COLLEGE NOW GREATER CLEVELAND,College and Career Advisor - Cuyahoga County,18725071,0.9463263028843987,20399718,0.943539604717138,17481570,0.9415046309396193
157,H.O.P.E. Works,Job Coach,15636923,0.9466017937774169,66683238,0.9414773058183894,28669770,0.9388105588413926
158,Youth Opportunities Unlimited,Career Specialist Instructor,17481570,0.9486220435744923,29148871,0.9424137884214949,15850434,0.9400588462212558
159,Franchise Career Advisor,Digital Marketing Sales - Own the Territory – Run the Show,28939941,0.9095943731039515,11902276,0.9078307501650469,25162378,0.9076313775419541
160,Grant Thornton LLP (US),Advisory Strategic Resource Manager,41910253,0.9712773425470052,12938389,0.9627895556379924,17818707,0.9614445259006015
161,OHM Advisors,Water Resources Project Manager,24322804,0.9565996268440669,19612167,0.9523450774605724,13774329,0.9506120930309933
162,State of Ohio,Criminal Investigator 2,10876132,0.9368770636936596,15100547,0.9317923229201956,32109048,0.9315828891125459
163,"Department of Administrative Services, State of Ohio",Criminal Investigator,74126637,0.9360451941574278,13115648,0.9319649526930208,13072354,0.9319546727915193
164,Vcheck Global,Public investigator,24588864,0.954947395870691,17730889,0.9453334408698183,27847081,0.9448311783666217
165,Talentify,Organized Retail Crime Investigator- Virtual- Columbus,66683238,0.9468273848650018,29926588,0.9406196975999903,29134372,0.9404069388061875
166,Allied Universal,Private Investigator,15100547,0.9491424199249696,14708590,0.941828112274469,24508725,0.9406278235020897
167,"DigiStream Detroit, Inc.",Entry Level Surveillance Investigator,10568183,0.9258559233196879,32605413,0.9226206151921061,38698573,0.9225731731836081
168,My Justice Career,Criminal justice,45286020,0.7635583298093126,13855004,0.7618358593572293,33704389,0.7508415251565479
169,Allied Universal® Compliance and Investigations,Surveillance Investigator,15100547,0.9062877959824523,27689009,0.9049738840594702,32109048,0.8995007870927503
170,Equifax,Claims Investigator,34594746,0.9476128968137567,47487091,0.9438293857307064,27847081,0.9437029449354606
171,"Davita, Inc.",Inventory Clerk,50328713,0.7099309995003025,24668861,0.6960292052605035,18024825,0.6868208095825629
172,DAVITA,Inventory Clerk,11444536,0.9295746404794663,55477468,0.9272767477053544,24544244,0.9243376144873559
173,Walmart,Inventory Clerk,28321954,0.8388902258674922,12092347,0.8359274373271803,55595908,0.833681749288467
174,Superior Air-Ground Ambulance,Inventory Clerk,22925443,0.91216748686094,36252245,0.9084904150933177,19612167,0.9030039273537016
175,Novo Distribution,Inventory Clerk,50328713,0.7099309995003025,24668861,0.6960292052605035,18024825,0.6868208095825629
176,Target Stores,Inventory Clerk,11444536,0.9063641184620096,28051330,0.9047863202077672,17152392,0.9026128307482928
177,Great Lakes Ace Hardware,Inventory Coordinator,58208591,0.9344995153446122,23782450,0.9330811809438901,11677077,0.9297921788790915
178, State of Ohio Jobs,Civil Rights Investigator 1 - Columbus,33750209,0.9031696680628127,29134372,0.903028504426665,26125407,0.9000237398817246
179,OTC Industrial Technologies,Credit Collections Lead,41950126,0.9619883743462193,24544244,0.9619499464530098,35302620,0.9614690236937564
180,Indeed,Staff Software Engineer - SMB - Marketing Enablement,21038022,0.9444177345240802,12011623,0.9412802161577196,36856210,0.9402484639258308
181,ModMed,Patient Services Specialist (Remote),14064815,0.9525071468438283,24061629,0.951245840789787,37374340,0.9505237039824475
182,FCX Performance,Accounts Receivable-FC,34594746,0.9465747546025304,19156751,0.9459875576016459,35474904,0.9455192297859563
183,Dawson Resources,Collections,49204385,0.9541768393503058,53640713,0.9537064604750819,16270906,0.9508528014112949
184,New York Life,Financial Professional – Financial / Insurance – Entry Level,91515108,0.9579328051907905,14064815,0.9573807758051143,41910253,0.9562654633014573
185,Country Financial,Insurance Agent,12955994,0.9428359466502056,91515108,0.942311004271412,24967652,0.9414391643137517
186,Platinum Supplemental Insurance,Entry-Level Sales,11209758,0.9344097212353005,24544244,0.9338153090042702,35302620,0.930634014177964
187,LabCorp,Vice President/General Manager (VP/GM),24550866,0.952222377337907,25397102,0.9493676509403792,25451319,0.9491989919225317
188,Legal Zoom,Vice President/Practice Leader of Tax,24550866,0.9625271793804008,17818707,0.9620624489685811,41950126,0.9615918989727008
189,Mathematica,"Senior Vice President and Managing Director, International Research",66683238,0.9539933578629749,37348041,0.9498825359082828,29134372,0.9482651109074972
190,U.S. Bank,Customer Service - Fraud Liaison Specialist,34594746,0.9608933628254119,14508237,0.9596534167823001,17189156,0.9585388785161897
191,JPMorgan Chase and Co,Fraud Awareness Educator – Associate,41910253,0.9522391231382661,27847081,0.9520591360515414,34594746,0.9459176395658166
192,Barclays,Fraud Resolution Analyst,34594746,0.924201703169991,47487091,0.9208697582177734,28989677,0.9187185214140225
193,Regions Bank,Fraud Systems Analyst (REMOTE OPPORTUNITY),60624892,0.9503212970260734,27531694,0.9480344331338744,66683238,0.9421365343291968
194,eTeam,Fraud & Compliance - AML/BSA Specialist,41950126,0.9592472474816354,15891494,0.9590158335250938,34594746,0.9567006940553713
195,Aston Carter,Fraud Investigator,24588864,0.9550809714905744,27847081,0.9487356997152614,12938389,0.9458640799045839
196,Alsco,Office Clerk,14508237,0.9392128772354741,24544244,0.9391574663724889,38225199,0.9384602860871204
197,American Cybersystems,Office Clerk,29221006,0.9375039352069798,24294778,0.9317752108928506,24402267,0.9297662816350731
198,Central Health Solutions,General Office Clerk,34594746,0.9437985175626961,19938081,0.9436126954754191,15337481,0.9407228263432859
199,Randstad,Office Clerk,20925036,0.9446629030710105,16492045,0.9433689662287066,24294778,0.9432913290475309
200,The State of Florida,OPS DEPUTY CLERK,47470864,0.9537731653926416,36694627,0.9519473640205115,27847081,0.9519058192370446
201,Akerman LLP,Part-Time Office Services Clerk,39650734,0.9516716232628799,38698573,0.950601396116481,21782152,0.9497475108323443
202,"Magic Transport, Inc",General Office Clerk / Data Entry,24544244,0.9234181241307181,20925036,0.9216464639140101,25507648,0.9214837750296097
203,"Accent Controls, Inc",General Clerk II,18784594,0.9616016699751778,56151548,0.9614610555239052,13272204,0.9607274776304795
204,"Morgan  Morgan, P.A.",Runner (Mail Clerk),13909762,0.9549741159209071,58208591,0.9534038087644268,14508237,0.9529227553132982
205,Jacksonville Job Corps Center,Clerical,37360517,0.938539352013544,18484846,0.9384737726002677,11773767,0.9363850669824498
206,State of OH-- Attorney General,Medicaid Fraud Intake Officer  (22000555),27689009,0.8786559815261143,15821633,0.8747208369925377,89049979,0.8735950141089815
207,"Prince George's County, Maryland  Upper Marlboro, MD On-site",Investigator 1G,14496667,0.9341241784543057,17730889,0.9339655541455559,49325370,0.933787087118722
208,Hirschbach - Team Drivers,CDL Team Truck Driver and Lease Operators +,19147947,0.9160698384585525,32720816,0.911996734649877,11797122,0.9110339955921476
209,Ozark Logistics LLC,CDL-A Flatbed Truck Driver,32605413,0.897383516601292,23933031,0.8916257956799493,28359817,0.8888016026959067
210,JobsInLogistics.com,CDL A Regional Drivers,10818478,0.8764701843367972,16391949,0.8715957061903175,29928796,0.8698390418562629
211,Innovative Cleaning Services LLC,Dump Truck Driver,36252245,0.9038544100199373,39855211,0.9034224627160076,28756444,0.9017825787677329
212,POOLCORP,CDL Local Route Delivery Truck Driver,39855211,0.9368417505698194,28756444,0.9355732826052988,17704246,0.9332547156075575
213,Cardinal Logistics,CDL-A Truck Driver - $5K Sign On Bonus,19147947,0.9214938612653165,17655479,0.9201273990423537,11797122,0.9166060698017906
214,"Transco Lines, Inc.","CDL A Team Drivers - Sign-On Bonus Up To $10,000!",19147947,0.918398829394806,17655479,0.910452414094127,32720816,0.9091527239519734
215,Quality Carriers,Class A - Regional Truck Driver - Home Weekly - Out 2 Days or Less,11130200,0.8611746734518025,19147947,0.8603989607824429,17655479,0.8555586156488133
216,"CRST Expedited - Regional Louisville, KY",Solo Class A CDL Driver,24544244,0.8867238884313933,32605413,0.8840750479858144,10189110,0.8795851815961027
217,PeopleConnect Staffing,CEO - Cannabis & Investment,18208580,0.9592100304745087,18636651,0.9502781426268087,15363277,0.9490208144257044
218,Evolent Health,Chief of Staff,41910253,0.9631803657512521,23761385,0.9614696780462848,12938389,0.9613668259662269
219,Nikola Labs,CFO - Fast Growing Startup,18208580,0.9226060756323342,32308556,0.917568928912444,13879043,0.9173084672664871
